,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,WIND,EVENT,GENDER
5,"Luque, Jhoanmy",SR-4,Iowa State,13.69m,"44' 11""",2018 Drake Relays presented by Hy-Vee,2018-04-25,1.2,TJ,W
6,"Maduka, Jessie",SR-4,UCLA,13.62m,"44' 8.25""",UCLA vs. USC Dual,2018-04-29,0.0,TJ,W
7,"Roe, LaChyna",JR-3,Tennessee,13.61m,"44' 8""",SEC Outdoor Track and Field Championships,2018-05-11,1.0,TJ,W
8,"Revell, Paetyn",SR-4,Texas Tech,13.60m,"44' 7.5""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,3.7,TJ,W
9,"Brown, Lajarvia",SO-2,Texas A&M,13.58m,"44' 6.75""",Rafer Johnson & Jackie Joyner-Kersee Invitational,2018-04-14,-1.1,TJ,W
10,"Hand, Jakayla",SR-4,Auburn,13.43m,"44' 0.75""",War Eagle Invitational 2018,2018-04-20,1.9,TJ,W
10,"Fokam, Michelle",SO-2,Rice,13.43m,"44' 0.75""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,1.1,TJ,W
12,"Whyte, Jehvania",JR-3,Northern Illinois,13.42m,"44' 0.5""",Michael Johnson Invitational,2018-04-21,2.1,TJ,W
13,"Bajnok, Eszter",SO-2,Virginia Tech,13.39m,"43' 11.25""",ACC Outdoor Championships,2018-05-10,0.3,TJ,W
14,"Henderson, Ja'la",JR-3,Wyoming,13.37m,"43' 10.5""",Mountain West Outdoor Track & Field Championships,2018-05-09,0.9,TJ,W
14,"McQueen, Darrielle",SR-4,Florida,13.37m,"43' 10.5""",National Relay Championships,2018-04-27,2.5,TJ,W
16,"Thomas, Jahisha",SR-4,Iowa,13.32m,"43' 8.5""",2018 Drake Relays presented by Hy-Vee,2018-04-25,3.3,TJ,W
17,"Abdulqadir, Hanifah",JR-3,South Carolina,13.30m,"43' 7.75""",SEC Outdoor Track and Field Championships,2018-05-11,1.0,TJ,W
18,"McKee, Kelly",JR-3,Virginia,13.28m,"43' 7""",Virginia Grand Prix,2018-04-28,3.3,TJ,W
19,"Lawrence, Shardia",JR-3,Kansas State,13.26m,"43' 6""",2018 Jim Click Shootout,2018-04-07,0.0,TJ,W
20,"Allen, Sabina",SR-4,Campbell,13.24m,"43' 5.25""",Virginia Challenge,2018-04-20,-0.8,TJ,W
20,"Romaiou, Konstantina",SO-2,Kansas State,13.24m,"43' 5.25""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,3.8,TJ,W
22,"Mercurio, Angela",SR-4,Nebraska,13.20m,"43' 3.75""",Texas Tech Corky/Crofoot Shootout,2018-04-27,1.1,TJ,W
23,"Woods, Cidaea'",SR-4,Tennessee,13.19m,"43' 3.25""",SEC Outdoor Track and Field Championships,2018-05-11,1.2,TJ,W
24,"Stevenson, Ciynamon",SO-2,Texas A&M,13.14m,"43' 1.5""",SEC Outdoor Track and Field Championships,2018-05-11,0.4,TJ,W
25,"Allen, Tristyn",JR-3,Sam Houston St.,13.13m,"43' 1""",Southland Conference Outdoor Track & Field Championships,2018-05-04,1.0,TJ,W
25,"Coombs , Latavia",JR-3,Kentucky,13.13m,"43' 1""",SEC Outdoor Track and Field Championships,2018-05-11,1.6,TJ,W
27,"Phillips, Stormm",SR-4,Jacksonville,13.12m,"43' 0.5""",ASUN Outdoor Track & Field Championships,2018-05-11,3.2,TJ,W
28,"Abire, Mercy",SO-2,Oral Roberts,13.10m,"42' 11.75""",2018 Summit League Championships,2018-05-10,1.8,TJ,W
29,"Fajemisin, Simi",SO-2,Harvard,13.07m,"42' 10.75""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,0.3,TJ,W
30,"Anderson, Ashley",SR-4,California,13.05m,"42' 9.75""",2018 Pac-12 Track & Field Championships,2018-05-12,-0.1,TJ,W
30,"Marten, Isabella",JR-3,California,13.05m,"42' 9.75""",Stanford Invitational,2018-03-30,1.3,TJ,W
32,"Robinson, Jaimie",FR-1,Alabama,13.04m,"42' 9.5""",War Eagle Invitational 2018,2018-04-20,0.0,TJ,W
33,"Burks, Tonyecia",SR-4,Houston,13.01m,"42' 8.25""",The American Outdoor Track & Field Championships,2018-05-11,1.0,TJ,W
34,"Farley, Alexis",SO-2,Miss State,13.00m,"42' 8""",SEC Outdoor Track and Field Championships,2018-05-11,0.0,TJ,W
35,"Obikudu, Chineme",SR-4,UT-Arlington,12.99m,"42' 7.5""",Sun Belt Outdoor Track and Field Championships,2018-05-11,1.2,TJ,W
35,"Wright, Shanique",JR-3,Minnesota,12.99m,"42' 7.5""",Big Ten Championships,2018-05-11,0.4,TJ,W
35,"Thompson, Ashley",SR-4,South Dakota,12.99m,"42' 7.5""",2018 Summit League Championships,2018-05-10,3.8,TJ,W
38,"Turke, Ieva",FR-1,Nebraska,12.98m,"42' 7""",Big Ten Championships,2018-05-11,0.9,TJ,W
39,"Johnson, Aliyah",JR-3,Georgia,12.97m,"42' 6.75""",SEC Outdoor Track and Field Championships,2018-05-11,2.2,TJ,W
39,"Moran, Leah",SO-2,Indiana,12.97m,"42' 6.75""",Tennessee Relays,2018-04-12,2.2,TJ,W
41,"Aeschlimann, Stefanie",FR-1,Virginia Tech,12.96m,"42' 6.25""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,1.3,TJ,W
41,"Iloanya, Nicole",JR-3,San Jose St.,12.96m,"42' 6.25""",Mountain West Outdoor Track & Field Championships,2018-05-09,1.7,TJ,W
41,"Barron, Mia",JR-3,Virginia,12.96m,"42' 6.25""",Virginia Challenge,2018-04-20,-2.3,TJ,W
44,"Madlock, Alex",FR-1,Baylor,12.95m,"42' 6""",Michael Johnson Invitational,2018-04-21,3.0,TJ,W
45,"Hearn, Mylana",SR-4,Texas State,12.94m,"42' 5.5""",Sun Belt Outdoor Track and Field Championships,2018-05-11,2.7,TJ,W
46,"Spence, Danielle",FR-1,UTSA,12.93m,"42' 5.25""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,-1.2,TJ,W
47,"Alexander, Sarea",JR-3,Incarnate Word,12.92m,"42' 4.75""",UIW Invitational,2018-04-13,2.7,TJ,W
47,"Lewis, Zion",SO-2,Brown,12.92m,"42' 4.75""",Ivy League Outdoor Track & Field Championships,2018-05-05,-0.1,TJ,W
49,"Moncrieffe, Tamara",JR-3,Alabama,12.91m,"42' 4.25""",War Eagle Invitational 2018,2018-04-20,0.8,TJ,W
50,"Bowald, Brittany",JR-3,Jacksonville,12.90m,"42' 4""",North Florida Invitational,2018-04-27,1.1,TJ,W
50,"Garcia, Asa",JR-3,Florida,12.90m,"42' 4""",National Relay Championships,2018-04-27,2.1,TJ,W
52,"Gordon, Kaylyn",SR-4,Stony Brook,12.88m,"42' 3.25""",America East Outdoor Track & Field Championships,2018-05-05,0.6,TJ,W
53,"Panton, Domonique",JR-3,Duke,12.85m,"42' 2""",Virginia Grand Prix,2018-04-28,1.5,TJ,W
53,"Dreimane, Dace",SR-4,Eastern Michigan,12.85m,"42' 2""",Tennessee Relays,2018-04-12,2.8,TJ,W
53,"Darsney, Kerstin",JR-3,UMass Lowell,12.85m,"42' 2""",America East Outdoor Track & Field Championships,2018-05-05,0.5,TJ,W
56,"Wahl, Georgia",JR-3,Texas,12.84m,"42' 1.5""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,0.9,TJ,W
57,"Toppin, Anisa",JR-3,N. Carolina A&T,12.83m,"42' 1.25""",Florida Relays,2018-03-29,-1.3,TJ,W
58,"Jordan, Jade",FR-1,Charlotte,12.82m,"42' 0.75""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,1.8,TJ,W
58,"Jensen, Piper",SR-4,North Dakota State,12.82m,"42' 0.75""",2018 Summit League Championships,2018-05-10,1.9,TJ,W
60,"Hill, Niara",SR-4,Miami,12.81m,"42' 0.5""",ACC Outdoor Championships,2018-05-10,1.5,TJ,W
60,"Hassan, Maryam",SO-2,Columbia,12.81m,"42' 0.5""",Ivy League Outdoor Track & Field Championships,2018-05-05,1.8,TJ,W
62,"Grant, Bryanna",SR-4,Rutgers,12.80m,"42' 0""",Big Ten Championships,2018-05-11,0.5,TJ,W
63,"Johnson, De'Von",SR-4,Kennesaw State,12.79m,"41' 11.5""",ASUN Outdoor Track & Field Championships,2018-05-11,2.4,TJ,W
63,"Mitxelena, Irati",SO-2,Cincinnati,12.79m,"41' 11.5""",Tennessee Relays,2018-04-12,3.4,TJ,W
63,"Newman, Aliyah",FR-1,VCU,12.79m,"41' 11.5""",A-10 Championships,2018-05-05,1.3,TJ,W
66,"Thomas, Essence",FR-1,Oklahoma,12.78m,"41' 11.25""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,3.9,TJ,W
67,"Okoronkwo, Chinne",SO-2,Wisconsin,12.76m,"41' 10.5""",Beach Invitational,2018-04-20,0.2,TJ,W
68,"Middleton, Taylor",SO-2,Pittsburgh,12.75m,"41' 10""",ACC Outdoor Championships,2018-05-10,1.0,TJ,W
69,"Portis, Brion",SR-4,Eastern Illinois,12.74m,"41' 9.75""",2018 WKU Hilltopper Relays,2018-04-06,2.2,TJ,W
69,"Kwiatkowski, Marisa",SR-4,Stanford,12.74m,"41' 9.75""",2018 Big Meet,2018-04-07,1.4,TJ,W
71,"Seibert, Mikaela",JR-3,Ohio State,12.72m,"41' 8.75""",USC Power 5 Challenge,2018-03-23,3.0,TJ,W
72,"Iriafen, Abibat",SO-2,Cal Poly,12.71m,"41' 8.5""",UC Santa Barbara vs. Cal Poly,2018-04-28,2.2,TJ,W
72,"Rolle, Taryn",SR-4,Drake,12.71m,"41' 8.5""",2018 Jim Duncan Invitational,2018-04-13,-0.6,TJ,W
74,"Alsop, Greer",SR-4,Washington St.,12.70m,"41' 8""",WSU-UW Dual,2018-04-28,1.6,TJ,W
75,"Smith, Hannah",JR-3,New Mexico St.,12.69m,"41' 7.75""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,3.1,TJ,W
75,"Burns-Moore, Saida",JR-3,Memphis,12.69m,"41' 7.75""",Memphis Tiger Invitational,2018-04-27,1.7,TJ,W
75,"Mabonga, Atipa",FR-1,SMU,12.69m,"41' 7.75""",The American Outdoor Track & Field Championships,2018-05-11,1.1,TJ,W
75,"Crenshaw, Bhrandi",FR-1,N.C. Central,12.69m,"41' 7.75""",Duke Invitational,2018-04-20,1.3,TJ,W
79,"Nance, Natayla",JR-3,Houston Baptist,12.66m,"41' 6.5""",J Fred Duckett Twilight Meet,2018-04-21,-1.4,TJ,W
79,"Brown, Jasmine",SR-4,Western Illinois,12.66m,"41' 6.5""",2018 Summit League Championships,2018-05-10,1.2,TJ,W
79,"Gibbs, Brittney",JR-3,SIU Edwardsville,12.66m,"41' 6.5""",Ohio Valley Conference Championship,2018-05-10,0.1,TJ,W
82,"Stith, Brooke",FR-1,East Carolina,12.65m,"41' 6""",The American Outdoor Track & Field Championships,2018-05-11,0.6,TJ,W
82,"Mitchell, Adrianna",FR-1,Southern Miss.,12.65m,"41' 6""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,0.9,TJ,W
84,"Simmons, Peighton",FR-1,North Carolina,12.64m,"41' 5.75""",Virginia Grand Prix,2018-04-28,1.5,TJ,W
85,"Walker, Taylor",SR-4,UL-Lafayette,12.63m,"41' 5.25""",Sun Belt Outdoor Track and Field Championships,2018-05-11,1.7,TJ,W
86,"Ramos Gandia, Ariadna",SR-4,Akron,12.60m,"41' 4.25""",Univ. of Akron - Campbell/Wright Open,2018-05-04,0.9,TJ,W
87,"Cobb, Michelle",FR-1,North Carolina St.,12.59m,"41' 3.75""",ACC Outdoor Championships,2018-05-10,0.8,TJ,W
88,"Bryan, Danique",JR-3,West Virginia,12.58m,"41' 3.25""",Virginia Challenge,2018-04-20,-2.8,TJ,W
88,"Berry, Sydney",SR-4,Cal St. Northridge,12.58m,"41' 3.25""",2018 Big West Championships,2018-05-11,0.0,TJ,W
